Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
tỷ_số,0,2,4,7,1
gia_đình,0,2,7,8,1
tỉ_lệ,0,2,4,7,1
thật_sự,0,2,6,10,1
hiếm,0,1,4,6,1
miền,0,1,4,6,1
thuỷ,0,1,4,5,1
hoài,0,1,4,5,1
tiện,0,1,4,6,1
sinh_viên,0,2,8,9,1
phong_cách,0,2,9,10,1
cập,0,1,3,5,1
thu_hút,0,2,6,7,1
từ_đó,0,2,4,7,1
bến,0,1,3,5,1
ngay,0,1,4,4,1
đặc_trưng,0,2,8,11,1
xong,0,1,4,4,1
đơn,0,1,3,4,1
sự_thật,0,2,6,10,1
nghệ,0,1,4,6,1
đồi,0,1,3,5,1
doanh,0,1,5,5,1
hàng_hoá,0,2,7,9,1
mảng,0,1,4,5,1
tiết_kiệm,0,2,8,12,1
hút,0,1,3,4,1
phương_tiện,0,2,10,14,1
tiến_độ,0,2,6,10,1
bức,0,1,3,5,1
sắt,0,1,3,5,1
tạm,0,1,3,4,1
áp_dụng,0,2,6,8,1
xấu,0,1,3,5,1
giao_dịch,0,2,8,9,1
nhì,0,1,3,4,1
ngày_sau,0,2,7,8,1
phương_án,0,2,8,11,1
khu,0,1,3,3,1
phát_biểu,0,2,8,11,1
bảo_tồn,0,2,6,9,1
phụng,0,1,5,6,1
quấn,0,1,4,6,1
sở,0,1,2,4,1
tắm,0,1,3,5,1
tự_hào,0,2,5,8,1
nữ,0,1,2,4,1
thống_kê,0,2,7,10,1
công_chúng,0,2,9,11,1
tiêu_cực,0,2,7,10,1
tuyển_thủ,0,2,8,11,1
bổ_sung,0,2,6,8,1
khoản,0,1,5,6,1
vạn,0,1,3,4,1
rắn,0,1,3,5,1
chỉ_số,0,2,5,8,1
tin_tưởng,0,2,8,11,1
chiến,0,1,5,7,1
thúc,0,1,4,5,1
đại_học,0,2,6,8,1
khoảng,0,1,6,7,1
lá,0,1,2,3,1
cột,0,1,3,5,1
ngô,0,1,3,4,1
tuyển_dụng,0,2,9,12,1
khách_hàng,0,2,9,11,1
kỵ,0,1,2,3,1
điện_áp,0,2,6,9,1
ngại,0,1,4,5,1
kiều,0,1,4,6,1
thứ_hai,0,2,6,8,1
con_trai,0,2,7,7,1
mi,0,1,2,2,1
tiếc,0,1,4,6,1
nộp,0,1,3,5,1
nói_chung,0,2,8,9,1
rẽ,0,1,2,3,1
đánh_bại,0,2,7,9,1
người_sử_dụng,0,3,11,17,1
thái_độ,0,2,6,9,1
tư,0,1,2,3,1
sàn,0,1,3,4,1
chưa,0,1,4,5,1
sử,0,1,2,4,1
trai,0,1,4,4,1
hấp_dẫn,0,2,6,10,1
xuyến,0,1,5,7,1
ước_mơ,0,2,5,9,1
lấy,0,1,3,5,1
sống,0,1,4,6,1
thịnh,0,1,5,6,1
tiếp_theo,0,2,8,10,1
qui_hoạch,0,2,8,9,1
công_viên,0,2,8,10,1
mộ,0,1,2,4,1
uy_tín,0,2,5,6,1
biến,0,1,4,6,1
ổ,0,1,1,3,1
cuộc_chiến,0,2,9,13,1
thiết_lập,0,2,8,12,1
quê,0,1,3,4,1
công_khai,0,2,8,9,1
công_thức,0,2,8,11,1
cầu,0,1,3,5,1
giơ,0,1,3,4,1
hiện_tượng,0,2,9,14,1
tổng_cục,0,2,7,10,1
thuật,0,1,5,7,1
chán,0,1,4,5,1
chốn,0,1,4,6,1
xã_hội,0,2,5,8,1
con_gái,0,2,6,7,1
bụi,0,1,3,4,1
nhân,0,1,4,5,1
mờ,0,1,2,4,1
nạp,0,1,3,4,1
cổ,0,1,2,4,1
đồng_hồ,0,2,6,10,1
thích_hợp,0,2,8,11,1
giao_lưu,0,2,7,8,1
ít,0,1,2,3,1
dũng,0,1,4,5,1
ngã,0,1,3,4,1
cảnh,0,1,4,5,1
đáp_ứng,0,2,6,9,1
nhau,0,1,4,4,1
chất,0,1,4,6,1
vận_tải,0,2,6,9,1
sốt,0,1,3,5,1
toàn_cầu,0,2,7,10,1
vợ,0,1,2,4,1
cúi,0,1,3,4,1
trang_phục,0,2,9,10,1
chính,0,1,5,6,1
chuông,0,1,6,7,1
trị_giá,0,2,6,8,1
trời,0,1,4,6,1
san,0,1,3,3,1
kháng,0,1,5,6,1
lo_ngại,0,2,6,7,1
dự,0,1,2,4,1
phổ_biến,0,2,7,11,1
mét,0,1,3,4,1
phi,0,1,3,3,1
đèn,0,1,3,4,1
chị_em,0,2,5,6,1
đốt,0,1,3,5,1
hầu_hết,0,2,6,10,1
khiển,0,1,5,7,1
sân_khấu,0,2,7,10,1
tường,0,1,5,8,1
gan,0,1,3,3,1
cải_cách,0,2,7,9,1
dang,0,1,4,4,1
thẩm_quyền,0,2,9,13,1
giải_quyết,0,2,9,12,1
giải_thích,0,2,9,11,1
triệu,0,1,5,7,1
bia,0,1,3,3,1
hằng,0,1,4,6,1
truyền_hình,0,2,10,13,1
xây_dựng,0,2,7,10,1
co,0,1,2,2,1
hổ,0,1,2,4,1
chính_quyền,0,2,10,13,1
ung_thư,0,2,6,7,1
ai,0,1,2,2,1
dấu_hiệu,0,2,7,11,1
đối_tác,0,2,6,9,1
trắng,0,1,5,7,1
xoay,0,1,4,4,1
tình_yêu,0,2,7,9,1
chụp,0,1,4,5,1
đồng_ý,0,2,5,8,1
cãi,0,1,3,4,1
mùi,0,1,3,4,1
cực,0,1,3,5,1
phép,0,1,4,5,1
đai,0,1,3,3,1
mau,0,1,3,3,1
cử,0,1,2,4,1
hàng,0,1,4,5,1
sân,0,1,3,4,1
triển,0,1,5,7,1
tối,0,1,3,5,1
vài,0,1,3,4,1
đốc,0,1,3,5,1
lẫn,0,1,3,5,1
trăng,0,1,5,6,1
thời_sự,0,2,6,10,1
đều,0,1,3,5,1
phân_biệt,0,2,8,11,1
đồng_bào,0,2,7,10,1
người_yêu,0,2,8,12,1
ngược_lại,0,2,8,12,1
sợ,0,1,2,4,1
phòng_ngự,0,2,8,11,1
mưa,0,1,3,4,1
thống_nhất,0,2,9,13,1
công_suất,0,2,8,11,1
máu,0,1,3,4,1
du_khách,0,2,7,8,1
che,0,1,3,3,1
phù_hợp,0,2,6,9,1
mu,0,1,2,2,1
họp,0,1,3,4,1
lực_lượng,0,2,8,13,1
thương,0,1,6,8,1
thành_công,0,2,9,11,1
đan,0,1,3,3,1
thủng,0,1,5,6,1
xuất_sắc,0,2,7,11,1
nhưng,0,1,5,6,1
tiến_bộ,0,2,6,10,1
đổi_mới,0,2,6,10,1
mượn,0,1,4,7,1
chơi,0,1,4,5,1
đẩy,0,1,3,5,1
bích,0,1,4,5,1
chen,0,1,4,4,1
bảo,0,1,3,4,1
có_điều,0,2,6,9,1
vực,0,1,3,5,1
chú_ý,0,2,4,6,1
cháy,0,1,4,5,1
dễ_dàng,0,2,6,9,1
chút,0,1,4,5,1
hệ,0,1,2,4,1
nguyên_lý,0,2,8,10,1
cỗ,0,1,2,4,1
bộ_trưởng,0,2,8,13,1
vữa,0,1,3,5,1
quốc_tế,0,2,6,10,1
màn,0,1,3,4,1
mua_sắm,0,2,6,8,1
tần,0,1,3,5,1
đắp,0,1,3,5,1
phổ,0,1,3,5,1
lặng,0,1,4,6,1
thường_trực,0,2,10,15,1
nghĩa,0,1,5,6,1
ninh,0,1,4,4,1
nguồn,0,1,5,7,1
rạp,0,1,3,4,1
nắng,0,1,4,6,1
dưới,0,1,4,7,1
đứt,0,1,3,5,1
dao_động,0,2,7,9,1
tự_động,0,2,6,10,1
công_nhân,0,2,8,10,1
phát,0,1,4,5,1
người_lớn,0,2,8,13,1
hoa_hậu,0,2,6,8,1
y_tế,0,2,3,5,1
giám_sát,0,2,7,9,1
muội,0,1,4,6,1
sứ,0,1,2,4,1
trách_nhiệm,0,2,10,13,1
nhiễm,0,1,5,7,1
ca_khúc,0,2,6,7,1
xe_máy,0,2,5,6,1
dám,0,1,3,4,1
pháp_đình,0,2,8,10,1
tác_dụng,0,2,7,9,1
trại_giam,0,2,8,9,1
hải_quan,0,2,7,8,1
đám,0,1,3,4,1
chăn,0,1,4,5,1
tín_dụng,0,2,7,9,1
đổi,0,1,3,5,1
Xe,0,1,2,2,1
tư_vấn,0,2,5,8,1
gạo,0,1,3,4,1
gật,0,1,3,5,1
thưởng,0,1,6,9,1
đội,0,1,3,5,1
nhẹ,0,1,3,4,1
béo,0,1,3,4,1
mục_đích,0,2,7,9,1
đức,0,1,3,5,1
cam_kết,0,2,6,8,1
bài_thơ,0,2,6,8,1
tử_vong,0,2,6,8,1
thầy,0,1,4,6,1
chuyên_môn,0,2,9,11,1
giữ,0,1,3,5,1
giá_cả,0,2,5,7,1
tránh,0,1,5,6,1
ô_nhiễm,0,2,6,9,1
chu,0,1,3,3,1
đại_sư,0,2,5,7,1
đình,0,1,4,5,1
euro,0,1,4,4,1
tuyệt,0,1,5,7,1
năm_ngoái,0,2,8,10,1
lẽ,0,1,2,3,1
thuốc,0,1,5,7,1
trực,0,1,4,6,1
cảm_giác,0,2,7,9,1
bọc,0,1,3,4,1
âu,0,1,2,3,1
trục,0,1,4,5,1
trò_chơi,0,2,7,9,1
chúng_tôi,0,2,8,10,1
mười,0,1,4,7,1
toà_án,0,2,5,7,1
thuỳ,0,1,4,5,1
thi_công,0,2,7,8,1
dược,0,1,4,7,1
đắt,0,1,3,5,1
tỷ,0,1,2,3,1
dựa,0,1,3,5,1
chọn,0,1,4,5,1
sư_phạm,0,2,6,8,1
tất,0,1,3,5,1
tầng,0,1,4,6,1
quyết,0,1,5,7,1
đừng,0,1,4,6,1
tối_cao,0,2,6,8,1
vô,0,1,2,3,1
đặng,0,1,4,6,1
ý_nghĩa,0,2,6,8,1
mạc,0,1,3,4,1
dinh_dưỡng,0,2,9,12,1
chó,0,1,3,4,1
đồng_chí,0,2,7,10,1
mông,0,1,4,5,1
màu_sắc,0,2,6,9,1
tội_phạm,0,2,7,10,1
hả,0,1,2,3,1
lợi,0,1,3,5,1
trung,0,1,5,5,1
nhi,0,1,3,3,1
hoàn_thiện,0,2,9,12,1
đoạn,0,1,4,5,1
dư_luận,0,2,6,9,1
ý_kiến,0,2,5,8,1
dậy,0,1,3,5,1
bá,0,1,2,3,1
giải_pháp,0,2,8,10,1
tròn,0,1,4,5,1
bị_thương,0,2,8,11,1
truy_cập,0,2,7,9,1
buôn,0,1,4,5,1
hậu_quả,0,2,6,9,1
vì,0,1,2,3,1
tầm_xuân,0,2,7,10,1
điện,0,1,4,6,1
chất_lượng,0,2,9,14,1
lợi_dụng,0,2,7,10,1
quy_định,0,2,7,8,1
kiểm_soát,0,2,8,11,1
quan,0,1,4,4,1
tặng,0,1,4,6,1
tác,0,1,3,4,1
tháp,0,1,4,5,1
phùng,0,1,5,6,1
quy_mô,0,2,5,6,1
diễn_ra,0,2,6,8,1
bánh,0,1,4,5,1
dọc,0,1,3,4,1
bèn,0,1,3,4,1
hán,0,1,3,4,1
đào_tạo,0,2,6,8,1
cảng,0,1,4,5,1
khúc,0,1,4,5,1
quan_niệm,0,2,8,10,1
bán_kết,0,2,6,9,1
tài_liệu,0,2,7,10,1
luận,0,1,4,6,1
chẳng,0,1,5,7,1
hướng,0,1,5,8,1
thu_nhập,0,2,7,9,1
nhất_định,0,2,8,11,1
thực_hiện,0,2,8,12,1
đời,0,1,3,5,1
tương_lai,0,2,8,10,1
tận,0,1,3,5,1
lầu,0,1,3,5,1
huynh,0,1,5,5,1
chồng,0,1,5,7,1
ruột,0,1,4,6,1
chịu,0,1,4,5,1
hỏng,0,1,4,5,1
logic,0,1,5,5,1
liệt,0,1,4,6,1
tế,0,1,2,4,1
vượt_quá,0,2,7,11,1
trừ,0,1,3,5,1
có_tiếng,0,2,7,10,1
có_nghĩa,0,2,7,9,1
chẳng_hạn,0,2,8,11,1
đối,0,1,3,5,1
đạp,0,1,3,4,1
đấy,0,1,3,5,1
dụng,0,1,4,5,1
huyền,0,1,5,7,1
sư,0,1,2,3,1
trình_duyệt,0,2,10,13,1
liên_doanh,0,2,9,10,1
thông_thường,0,2,11,15,1
thế_hệ,0,2,5,9,1
thất,0,1,4,6,1
gương_mặt,0,2,8,12,1
buôn_bán,0,2,7,9,1
nội,0,1,3,5,1
cảm,0,1,3,4,1
nông_dân,0,2,7,9,1
phụ_thuộc,0,2,8,11,1
thuộc_về,0,2,7,11,1
lạnh,0,1,4,5,1
ơi,0,1,2,3,1
ngon,0,1,4,4,1
ấn_tượng,0,2,7,12,1
kém,0,1,3,4,1
thậm_chí,0,2,7,10,1
mức,0,1,3,5,1
đội_hình,0,2,7,10,1
TS,0,1,2,2,1
thầu,0,1,4,6,1
phòng,0,1,5,6,1
chi_nhánh,0,2,8,9,1
trò,0,1,3,4,1
sông_cái,0,2,7,9,1
đáng,0,1,4,5,1
hiếu,0,1,4,6,1
linh_kiện,0,2,8,10,1
đến_nỗi,0,2,6,10,1
tổn_thương,0,2,9,13,1
quyết_định,0,2,9,12,1
tuy_vậy,0,2,6,8,1
thời_tiết,0,2,8,12,1
chim,0,1,4,4,1
trẻ_em,0,2,5,6,1
chỉ_tiêu,0,2,7,9,1
lý_thuyết,0,2,8,11,1
bắt_buộc,0,2,7,11,1
viễn_thông,0,2,9,12,1
dây,0,1,3,4,1
nghệ_sĩ,0,2,6,9,1
chuyện,0,1,6,8,1
chợ,0,1,3,5,1
luôn,0,1,4,5,1
công,0,1,4,5,1
bí_thư,0,2,5,7,1
dính,0,1,4,5,1
quan_sát,0,2,7,8,1
giống,0,1,5,7,1
quy_chế,0,2,6,8,1
kiểu,0,1,4,6,1
bữa,0,1,3,5,1
biên_giới,0,2,8,11,1
điển_hình,0,2,8,11,1
rác,0,1,3,4,1
mở_cửa,0,2,5,9,1
xanh,0,1,4,4,1
phương,0,1,6,8,1
giật,0,1,4,6,1
hứa,0,1,3,5,1
nấm,0,1,3,5,1
em,0,1,2,2,1
khởi,0,1,4,6,1
quốc_phòng,0,2,9,12,1
vai,0,1,3,3,1
tha,0,1,3,3,1
ngành,0,1,5,6,1
ngạc_nhiên,0,2,9,11,1
oanh,0,1,4,4,1
gỗ,0,1,2,4,1
nhận_thức,0,2,8,12,1
tương_đối,0,2,8,12,1
bộ_đội,0,2,5,9,1
gia_tăng,0,2,7,8,1
thức_ăn,0,2,6,9,1
nhấn_mạnh,0,2,8,11,1
doanh_nghiệp,0,2,11,13,1
máy,0,1,3,4,1
tiểu,0,1,4,6,1
món,0,1,3,4,1
y_học,0,2,4,5,1
điểm,0,1,4,6,1
ngân,0,1,4,5,1
trong_suốt,0,2,9,11,1
tuỳ,0,1,3,4,1
làm_ăn,0,2,5,7,1
xây_lắp,0,2,6,9,1
qua,0,1,3,3,1
bom,0,1,3,3,1
ngược,0,1,5,8,1
lưu_trữ,0,2,6,9,1
đời_sống,0,2,7,11,1
chắc,0,1,4,6,1
tình_cảm,0,2,7,9,1
phiên,0,1,5,6,1
cửa_sổ,0,2,5,9,1
nâng,0,1,4,5,1
giận,0,1,4,6,1
miễn,0,1,4,6,1
lỗi,0,1,3,5,1
tuổi,0,1,4,6,1
điều_chỉnh,0,2,9,12,1
mắt,0,1,3,5,1
văn_bản,0,2,6,8,1
de,0,1,2,2,1
cụ,0,1,2,3,1
cho_nên,0,2,6,7,1
bình_định,0,2,8,10,1
cố_gắng,0,2,6,10,1
nhé,0,1,3,4,1
diện,0,1,4,6,1
nằm,0,1,3,5,1
thảo_luận,0,2,8,11,1
sữa,0,1,3,5,1
giải_trí,0,2,7,9,1
phượng,0,1,6,9,1
hiện_có,0,2,6,9,1
gõ,0,1,2,3,1
đề_xuất,0,2,6,10,1
hoang,0,1,5,5,1
hong,0,1,4,4,1
bé,0,1,2,3,1
nứt,0,1,3,5,1
ấn,0,1,2,4,1
giếng,0,1,5,7,1
ngờ,0,1,3,5,1
viên,0,1,4,5,1
phong_phú,0,2,8,9,1
chén,0,1,4,5,1
ma_tuý,0,2,5,6,1
thuê,0,1,4,5,1
sáng,0,1,4,5,1
đứa,0,1,3,5,1
sự_nghiệp,0,2,8,12,1
phố,0,1,3,5,1
giấy,0,1,4,6,1
thực_tế,0,2,6,10,1
đỗ,0,1,2,4,1
tam,0,1,3,3,1
xóm,0,1,3,4,1
bước,0,1,4,7,1
dễ,0,1,2,4,1
lắp_ráp,0,2,6,9,1
cảm_thấy,0,2,7,10,1
vì_vậy,0,2,5,8,1
tên_tuổi,0,2,7,10,1
hình_thức,0,2,8,11,1
chế,0,1,3,5,1
tải,0,1,3,4,1
văn_nghệ,0,2,7,10,1
truyện_ngắn,0,2,10,14,1
khuếch_đại,0,2,9,12,1
chôn,0,1,4,5,1
hài,0,1,3,4,1
sửa_đổi,0,2,6,10,1
tình,0,1,4,5,1
giày,0,1,4,5,1
trọng_tài,0,2,8,10,1
đĩa,0,1,3,4,1
va,0,1,2,2,1
huỷ,0,1,3,4,1
thất_vọng,0,2,8,11,1
gắn_bó,0,2,5,8,1
núi,0,1,3,4,1
xảy,0,1,3,4,1
miệng,0,1,5,7,1
mấy,0,1,3,5,1
phóng,0,1,5,6,1
phê_duyệt,0,2,8,11,1
dân,0,1,3,4,1
di_chuyển,0,2,8,10,1
Al,0,1,2,2,1
xuất,0,1,4,6,1
cộng,0,1,4,6,1
bác_sĩ,0,2,5,7,1
khung,0,1,5,5,1
toả,0,1,3,4,1
vua,0,1,3,3,1
HĐND,0,1,4,4,1
run,0,1,3,3,1
tăng,0,1,4,5,1
ký,0,1,2,3,1
ôtô,0,1,3,5,1
khê,0,1,3,4,1
tay,0,1,3,3,1
mua_bán,0,2,6,7,1
bề,0,1,2,4,1
liên,0,1,4,5,1
non,0,1,3,3,1
công_ty,0,2,6,7,1
học_bổng,0,2,7,10,1
đất_đai,0,2,6,8,1
thần_kinh,0,2,8,10,1
nghiêng,0,1,7,8,1
dâng,0,1,4,5,1
thực_phẩm,0,2,8,12,1
kinh_nghiệm,0,2,10,12,1
thất_bại,0,2,7,10,1
giải_phóng,0,2,9,11,1
cực_kỳ,0,2,5,8,1
tiết_lộ,0,2,6,10,1
đấu_tranh,0,2,8,10,1
can,0,1,3,3,1
tối_thiểu,0,2,8,12,1
cố_định,0,2,6,9,1
thức,0,1,4,6,1
đơn_vị,0,2,5,7,1
từ_khi,0,2,5,7,1
tiếp_xúc,0,2,7,10,1
đầy,0,1,3,5,1
nụ_cười,0,2,6,10,1
niềm_tin,0,2,7,9,1
thành_lập,0,2,8,11,1
chấp,0,1,4,6,1
viêm,0,1,4,5,1
thương_hiệu,0,2,10,14,1
thay_thế,0,2,7,9,1
đế,0,1,2,4,1
chấn,0,1,4,6,1
giáp,0,1,4,5,1
tàn,0,1,3,4,1
năm_học,0,2,6,8,1
bố_trí,0,2,5,8,1
dịch,0,1,4,5,1
ngôi_sao,0,2,7,8,1
thuý,0,1,4,5,1
sáng_tạo,0,2,7,9,1
lùi,0,1,3,4,1
cứ,0,1,2,4,1
lệnh,0,1,4,6,1
tài_năng,0,2,7,9,1
minh,0,1,4,4,1
cục,0,1,3,4,1
gò,0,1,2,3,1
buộc,0,1,4,6,1
tả,0,1,2,3,1
tiếp_nhận,0,2,8,12,1
lợn,0,1,3,5,1
trách,0,1,5,6,1
buông,0,1,5,6,1
đề_tài,0,2,5,8,1
hiện_đại,0,2,7,10,1
lúa,0,1,3,4,1
rét,0,1,3,4,1
chí,0,1,3,4,1
quả,0,1,3,4,1
thỉnh_thoảng,0,2,11,13,1
dịp,0,1,3,4,1
đóng_góp,0,2,7,9,1
cảm_nhận,0,2,7,10,1
đánh,0,1,4,5,1
biến_đổi,0,2,7,11,1
móng,0,1,4,5,1
thử_nghiệm,0,2,9,13,1
quy_trình,0,2,8,9,1
bắt_đầu,0,2,6,10,1
chia_sẻ,0,2,6,7,1
hầu,0,1,3,5,1
điều_chế,0,2,7,11,1
công_cụ,0,2,6,8,1
ngập,0,1,4,6,1
xuất_hiện,0,2,8,12,1
chứng_minh,0,2,9,11,1
thiên,0,1,5,6,1
thời_điểm,0,2,8,12,1
nhận_xét,0,2,7,10,1
kinh_phí,0,2,7,8,1
duyên,0,1,5,6,1
trình_diễn,0,2,9,12,1
hệ_thống,0,2,7,11,1
đạt,0,1,3,4,1
cọc,0,1,3,4,1
thủ,0,1,3,4,1
kia,0,1,3,3,1
trông,0,1,5,6,1
hoạ_sĩ,0,2,5,7,1
quên,0,1,4,5,1
thoại,0,1,5,6,1
cơ_chế,0,2,5,8,1
gòn,0,1,3,4,1
ngựa,0,1,4,6,1
phút,0,1,4,5,1
đâm,0,1,3,4,1
độ_cao,0,2,5,7,1
hết,0,1,3,5,1
tinh_thần,0,2,8,10,1
gì_mà,0,2,4,6,1
phát_sinh,0,2,8,9,1
tìm_thấy,0,2,7,10,1
vân,0,1,3,4,1
già,0,1,3,4,1
điều_kiện,0,2,8,12,1
kèm,0,1,3,4,1
đảm_bảo,0,2,6,8,1
độc_lập,0,2,6,10,1
mẫu,0,1,3,5,1
buồng,0,1,5,7,1
cáo,0,1,3,4,1
rủ,0,1,2,3,1
cân,0,1,3,4,1
phản,0,1,4,5,1
quan_trọng,0,2,9,10,1
tra,0,1,3,3,1
tuổi_trẻ,0,2,7,10,1
thầm,0,1,4,6,1
vòng_loại,0,2,8,10,1
tự,0,1,2,4,1
ngài,0,1,4,5,1
ngày_một,0,2,7,10,1
nhạt,0,1,4,5,1
sổ,0,1,2,4,1
cảnh_sát,0,2,7,9,1
sản_phẩm,0,2,7,10,1
TP,0,1,2,2,1
bởi_vì,0,2,5,8,1
ra_đời,0,2,5,7,1
chiều_dài,0,2,8,11,1
giờ,0,1,3,5,1
thép,0,1,4,5,1
thiết_kế,0,2,7,11,1
ao,0,1,2,2,1
thật,0,1,4,6,1
áp_lực,0,2,5,8,1
vi_phạm,0,2,6,7,1
nhà_cửa,0,2,6,9,1
lang,0,1,4,4,1
ngưng,0,1,5,6,1
ngôn_ngữ,0,2,7,10,1
điện_thoại,0,2,9,12,1
bật,0,1,3,5,1
cuối_cùng,0,2,8,11,1
album,0,1,5,5,1
tím,0,1,3,4,1
bà_con,0,2,5,6,1
thái,0,1,4,5,1
cúc,0,1,3,4,1
sắp,0,1,3,5,1
miễn_phí,0,2,7,10,1
thủ_đô,0,2,5,7,1
góc,0,1,3,4,1
thả,0,1,3,4,1
giấu,0,1,4,6,1
chứ,0,1,3,5,1
khoảng_cách,0,2,10,12,1
quen_thuộc,0,2,9,11,1
chính_trị,0,2,8,10,1
lún,0,1,3,4,1
danh,0,1,4,4,1
ghi_bàn,0,2,6,7,1
đăng,0,1,4,5,1
dứt,0,1,3,5,1
hiền,0,1,4,6,1
miếng,0,1,5,7,1
phái,0,1,4,5,1
cáp,0,1,3,4,1
nghiêm,0,1,6,7,1
lượng,0,1,5,8,1
có_khi,0,2,5,6,1
điện_ảnh,0,2,7,10,1
tổng,0,1,4,6,1
nhà_máy,0,2,6,8,1
phần_lớn,0,2,7,11,1
diễn_biến,0,2,8,12,1
tức,0,1,3,5,1
hôm_nay,0,2,6,7,1
khá,0,1,3,4,1
học_trò,0,2,6,8,1
hạn_ngạch,0,2,8,10,1
cộng_đồng,0,2,8,12,1
lâu_dài,0,2,6,8,1
nhà_văn,0,2,6,8,1
tranh,0,1,5,5,1
trở_lại,0,2,6,9,1
điều_khiển,0,2,9,13,1
lâu,0,1,3,4,1
tố,0,1,2,4,1
mực,0,1,3,5,1
hãy,0,1,3,4,1
đáng_kể,0,2,6,9,1
tĩnh,0,1,4,5,1
trong_khoảng,0,2,11,12,1
diễn_viên,0,2,8,11,1
vọng,0,1,4,5,1
ha,0,1,2,2,1
lý,0,1,2,3,1
công_chứng,0,2,9,12,1
truyện,0,1,6,8,1
lãi_suất,0,2,7,10,1
đói,0,1,3,4,1
hạnh,0,1,4,5,1
ý_định,0,2,5,7,1
cắm,0,1,3,5,1
hình_thành,0,2,9,11,1
cửa_sông,0,2,7,10,1
hồ_sơ,0,2,4,7,1
phần,0,1,4,6,1
gói,0,1,3,4,1
quỳnh,0,1,5,6,1
quy_hoạch,0,2,8,9,1
học,0,1,3,4,1
khoẻ,0,1,4,5,1
trứng,0,1,5,7,1
lộc,0,1,3,5,1
tập_huấn,0,2,7,11,1
củi,0,1,3,4,1
nặng_nề,0,2,6,10,1
ô,0,1,1,2,1
mãi,0,1,3,4,1
cẩn_thận,0,2,7,11,1
an,0,1,2,2,1
thu_hồi,0,2,6,8,1
sắp_xếp,0,2,6,10,1
lao_động,0,2,7,9,1
nhóm,0,1,4,5,1
ba,0,1,2,2,1
xử_lý,0,2,4,7,1
ngoài_ra,0,2,7,8,1
phạm_vi,0,2,6,7,1
bức_xúc,0,2,6,9,1
quét,0,1,4,5,1
quần,0,1,4,6,1
tỉ,0,1,2,3,1
thạnh,0,1,5,6,1
chúc,0,1,4,5,1
diễn_đàn,0,2,7,10,1
chi_cục,0,2,6,7,1
bắn,0,1,3,5,1
lọt,0,1,3,4,1
trưởng,0,1,6,9,1
lão,0,1,3,4,1
công_cộng,0,2,8,11,1
câu_chuyện,0,2,9,12,1
nội_lực,0,2,6,10,1
khác_biệt,0,2,8,11,1
thận,0,1,4,6,1
duy_trì,0,2,6,7,1
trung_ương,0,2,9,11,1
tây,0,1,3,4,1
kẻ_cướp,0,2,6,10,1
tác_phẩm,0,2,7,10,1
bãi,0,1,3,4,1
đình_chỉ,0,2,7,9,1
nhỏ,0,1,3,4,1
khai_mạc,0,2,7,8,1
ánh_sáng,0,2,7,9,1
dịch_vụ,0,2,6,8,1
bấm,0,1,3,5,1
tinh,0,1,4,4,1
ban_đầu,0,2,6,8,1
nhạc_sĩ,0,2,6,8,1
GS,0,1,2,2,1
nợ,0,1,2,4,1
tệ,0,1,2,4,1
thông_báo,0,2,8,10,1
di_sản,0,2,5,6,1
ăn_uống,0,2,6,9,1
chất_độc,0,2,7,11,1
thời_trang,0,2,9,11,1
tiếp,0,1,4,6,1
đền_bù,0,2,5,8,1
người_bệnh,0,2,9,14,1
trung_vệ,0,2,7,9,1
thằng,0,1,5,7,1
nặng,0,1,4,6,1
phước,0,1,5,8,1
tham,0,1,4,4,1
hành_trình,0,2,9,11,1
thông_số,0,2,7,10,1
khảo_sát,0,2,7,9,1
hồ,0,1,2,4,1
tưởng,0,1,5,8,1
đùa,0,1,3,4,1
bài_hát,0,2,6,8,1
hơi,0,1,3,4,1
chiến_đấu,0,2,8,12,1
tế_bào,0,2,5,8,1
túi,0,1,3,4,1
cm,0,1,2,2,1
nguy_cơ,0,2,6,7,1
trùng,0,1,5,6,1
chẩn_đoán,0,2,8,11,1
lượt,0,1,4,7,1
loan,0,1,4,4,1
danh_sách,0,2,8,9,1
khống_chế,0,2,8,12,1
cuốn,0,1,4,6,1
xưa,0,1,3,4,1
dạng,0,1,4,5,1
tài_sản,0,2,6,8,1
quận,0,1,4,6,1
đêm,0,1,3,4,1
tiềm_năng,0,2,8,11,1
tổng_số,0,2,6,10,1
lai,0,1,3,3,1
gã,0,1,2,3,1
thi,0,1,3,3,1
cỏ,0,1,2,3,1
khoác,0,1,5,6,1
cảnh_báo,0,2,7,9,1
chắn,0,1,4,6,1
anh_hùng,0,2,7,8,1
dòng,0,1,4,5,1
ngắn,0,1,4,6,1
u,0,1,1,1,1
đống,0,1,4,6,1
đấu,0,1,3,5,1
leo,0,1,3,3,1
mềm,0,1,3,5,1
ca_nhạc,0,2,6,7,1
giống_như,0,2,8,11,1
xếp_hạng,0,2,7,10,1
men,0,1,3,3,1
tin_học,0,2,6,7,1
giao,0,1,4,4,1
mặt_khác,0,2,7,10,1
quanh,0,1,5,5,1
phú,0,1,3,4,1
thế_mà,0,2,5,8,1
quân_sự,0,2,6,9,1
thiệt,0,1,5,7,1
mục_tiêu,0,2,7,9,1
đền,0,1,3,5,1
dở,0,1,2,4,1
