Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
quản_trị_viên,16,3,11,14,1
điểm_ảnh,16,2,7,10,1
hồng_ngoại,16,2,9,12,1
xử_lý_văn_bản,16,4,10,15,1
spammer,16,1,7,7,1
trực_giao,16,2,8,10,1
bass,16,1,4,4,1
quí,16,1,3,4,1
dã_chiến,16,2,7,10,1
lì_xì,16,2,4,6,1
muối_tiêu,16,2,8,11,1
khoa_học_ứng_dụng,16,4,14,18,1
định_danh,16,2,8,9,1
nhân_quyền,16,2,9,12,1
có_thể_chế_biến,16,4,12,19,1
pts,16,1,3,3,1
lướt_ván,16,2,7,11,1
bánh_xèo,16,2,7,9,1
vía,16,1,3,4,1
xiên,16,1,4,5,1
bạn,16,1,4,4,1
khai_thông,17,2,9,10,1
kỳ_phùng_địch_thủ,17,4,14,18,1
lốp,17,1,3,5,1
thứ_năm,17,2,6,9,1
dưỡng_thương,17,2,11,16,1
hối_hận,17,2,6,10,1
thanh_minh,17,2,9,9,1
lỗi_lầm,17,2,6,10,1
rìa,17,1,3,4,1
vali,17,1,4,4,1
xua_tan,17,2,6,6,1
dậm,17,1,3,5,1
tương_quan,17,2,9,11,1
tiếp_đón,17,2,7,10,1
cầm_cự,17,2,5,9,1
hào_nhoáng,17,2,9,11,1
trỗi,17,1,4,6,1
năm_xưa,17,2,6,8,1
trơn_tru,17,2,7,8,1
biệt_lập,17,2,7,11,1
khùng,17,1,5,6,1
dễ_thở,17,2,5,9,1
quyết_chiến,17,2,10,14,1
át_chủ_bài,17,3,8,11,1
cử_tuyển,17,2,7,11,1
la_ó,17,2,3,4,1
chần_chừ,17,2,7,11,1
tra_tấn,17,2,6,8,1
thảm_đỏ,17,2,6,8,1
nghỉ_phép,17,2,8,10,1
trình_diện,17,2,9,12,1
kìm_hãm,17,2,6,8,1
xích_mích,17,2,8,10,1
ròng_rã,17,2,6,8,1
thăm_hỏi,17,2,7,9,1
dello,17,1,5,5,1
đắn_đo,17,2,5,7,1
hiển_hiện,17,2,8,12,1
thạo,17,1,4,5,1
giác,17,1,4,5,1
gào_thét,17,2,7,9,1
giản_đơn,17,2,7,9,1
tiễn,17,1,4,6,1
tuyên_án,17,2,7,9,1
bận_bịu,17,2,6,9,1
nghiệt_ngã,17,2,9,12,1
thương_tiếc,17,2,10,14,1
lý_lẽ,17,2,4,6,1
hoảng_loạn,17,2,9,11,1
lỗi_thời,17,2,7,11,1
chân_lý,17,2,6,8,1
phi_thường,17,2,9,12,1
điên_rồ,17,2,6,9,1
tranh_giành,17,2,10,11,1
công_giáo,17,2,8,10,1
chật_cứng,17,2,8,12,1
chào_mời,17,2,7,10,1
vật_vã,17,2,5,8,1
mặt_biển,17,2,7,11,1
bàn_là,17,2,5,7,1
kiềm,17,1,4,6,1
độc_nhất_vô_nhị,17,4,12,18,1
sát_hạch,17,2,7,9,1
ngóc_ngách,17,2,9,11,1
thiêng,17,1,6,7,1
xa_vời,17,2,5,7,1
tuyệt_diệu,17,2,9,13,1
ái_tình,17,2,6,8,1
lột_tả,17,2,5,8,1
cô_lập,17,2,5,8,1
nóng_bức,17,2,7,10,1
riêng_rẽ,17,2,7,9,1
ngón_cái,17,2,7,9,1
son_phấn,17,2,7,9,1
ngày_công,17,2,8,10,1
kịch_câm,17,2,7,9,1
trốn_thuế,17,2,8,12,1
kế_hoạch_hoá,17,3,10,14,1
lấn_át,17,2,5,8,1
sinh_tồn,17,2,7,9,1
ảo_ảnh,17,2,5,7,1
tận_tuỵ,17,2,6,9,1
mode,17,1,4,4,1
trừ_gian,17,2,7,9,1
dương_cầm,17,2,8,12,1
tàng,17,1,4,5,1
vòi_hoa_sen,17,3,9,10,1
xướng,17,1,5,8,1
da_màu,17,2,5,6,1
hoà_quyện,17,2,8,11,1
thức_giấc,17,2,8,12,1
trì_trệ,17,2,6,9,1
dạy_dỗ,17,2,5,8,1
ngoại_cảnh,17,2,9,11,1
tầm_thường,17,2,9,14,1
biên_dịch,17,2,8,10,1
rành,17,1,4,5,1
kẻ_trộm,17,2,6,9,1
cựu_chiến_binh,17,3,12,16,1
lan_can,17,2,6,6,1
ban_mai,17,2,6,6,1
cấp_tính,17,2,7,10,1
kiếp,17,1,4,6,1
thước_đo,17,2,7,10,1
thoạt_đầu,17,2,8,11,1
khăng_khăng,17,2,10,12,1
tổ_tiên,17,2,6,9,1
làng_chơi,17,2,8,10,1
che_chắn,17,2,7,9,1
nói_năng,17,2,7,9,1
giai,17,1,4,4,1
your,17,1,4,4,1
nhép,17,1,4,5,1
nghị_định_thư,17,3,11,14,1
tham_chiếu,17,2,9,11,1
truyền_dẫn,17,2,9,13,1
bạo_loạn,17,2,7,9,1
cây_cối,17,2,6,9,1
tổng_quan,17,2,8,10,1
hội_hè,17,2,5,8,1
nhà_khách,17,2,8,10,1
rỗng,17,1,4,6,1
nhốt,17,1,4,6,1
nịt,17,1,3,4,1
tại_anh,17,2,6,7,1
beauty,17,1,6,6,1
quyết_toán,17,2,9,12,1
trường_thi,17,2,9,12,1
phụ_giúp,17,2,7,9,1
nhất_quán,17,2,8,11,1
mồm,17,1,3,5,1
bóp,17,1,3,4,1
thơm_tho,17,2,7,8,1
rượu_bia,17,2,7,10,1
kích_thích_tố,17,3,11,15,1
túm,17,1,3,4,1
chúng_em,17,2,7,8,1
công_thương,17,2,10,13,1
ngan,17,1,4,4,1
điện_máy,17,2,7,10,1
mứt,17,1,3,5,1
dung_tích,17,2,8,9,1
tưới,17,1,4,7,1
ion,17,1,3,3,1
giấy_thấm,17,2,8,12,1
chưng,17,1,5,6,1
rậm,17,1,3,5,1
cấu_thành,17,2,8,11,1
ngải_cứu,17,2,7,10,1
loãng_xương,17,2,10,13,1
tản,17,1,3,4,1
lõm,17,1,3,4,1
nhoè,17,1,4,5,1
sưa,17,1,3,4,1
nhị,17,1,3,4,1
độ_chính_xác,17,3,10,14,1
ủ_bệnh,17,2,5,8,1
tiết_niệu,17,2,8,12,1
niệu_đạo,17,2,7,10,1
thợ_săn,17,2,6,9,1
thực_nghiệm,17,2,10,14,1
chuan,17,1,5,5,1
tot,17,1,3,3,1
my,17,1,2,2,1
ăn_học,17,2,5,7,1
tráng_lệ,17,2,7,10,1
đôn_đốc,17,2,6,9,1
tiền_nhiệm,17,2,9,13,1
đường_biển,17,2,9,14,1
thông_quan,17,2,9,10,1
máy_khách,17,2,8,10,1
analog,17,1,6,6,1
banner,17,1,6,6,1
làm_tình_nguyện,17,3,13,17,1
dùng,17,1,5,5,1
keylogger,17,1,9,9,1
tie-break,17,1,9,9,1
xung_kích,17,2,8,9,1
cá_rô,17,2,4,6,1
sinh_quyển,17,2,9,11,1
chắp_vá,18,2,6,9,1
sửa_sai,18,2,6,8,1
chiến_công,18,2,9,12,1
địch_thủ,18,2,7,9,1
tango,18,1,5,5,1
máu_lửa,18,2,6,9,1
bất_phân_thắng_bại,18,4,15,21,1
chiến_tuyến,18,2,10,14,1
kêu_ca,18,2,5,6,1
mua_chuộc,18,2,8,10,1
miễn_cưỡng,18,2,9,14,1
giải_cứu,18,2,7,10,1
xốc,18,1,3,5,1
giam_giữ,18,2,7,9,1
mạch_lạc,18,2,7,9,1
luân_phiên,18,2,9,11,1
lối_thoát,18,2,8,11,1
gom,18,1,3,3,1
thót_tim,18,2,7,8,1
mỏi_mệt,18,2,6,9,1
báo_thù,18,2,6,8,1
tay_ba,18,2,5,5,1
bảng_tổng_sắp,18,3,11,16,1
bực_tức,18,2,6,10,1
thể_diện,18,2,7,11,1
phân_nửa,18,2,7,10,1
thượng_phong,18,2,11,14,1
cầm_đầu,18,2,6,10,1
phung_phí,18,2,8,9,1
cao_ngất,18,2,7,9,1
truyền_kiếp,18,2,10,14,1
giá_lạnh,18,2,7,9,1
sáng_suốt,18,2,8,11,1
uể_oải,18,2,5,8,1
hạ_cánh,18,2,6,8,1
đôi_mươi,18,2,7,10,1
đau_buồn,18,2,7,9,1
tung_tăng,18,2,8,9,1
dưỡng_sức,18,2,8,13,1
ảo_tưởng,18,2,7,11,1
cớ,18,1,2,4,1
ngoại_nhập,18,2,9,12,1
tuyển_mộ,18,2,7,11,1
lột_xác,18,2,6,9,1
kỳ_công,18,2,6,8,1
vô_giá,18,2,5,7,1
le,18,1,2,2,1
nước_bọt,18,2,7,11,1
tít,18,1,3,4,1
nước_tiểu,18,2,8,13,1
ung_dung,18,2,7,7,1
giải_ngân,18,2,8,10,1
sâu_xa,18,2,5,6,1
chíp,18,1,4,5,1
cocaine,18,1,7,7,1
chất_xúc_tác,18,3,10,14,1
bén,18,1,3,4,1
xiết,18,1,4,6,1
việt_nam,18,2,7,9,1
điêu_đứng,18,2,8,11,1
tư_cách_pháp_nhân,18,4,14,18,1
violon,18,1,6,6,1
tuyên_ngôn,18,2,9,11,1
đồng_điệu,18,2,8,12,1
thanh_nhạc,18,2,9,10,1
khái_quát,18,2,8,10,1
sitcom,18,1,6,6,1
lười_biếng,18,2,9,14,1
êkip,18,1,4,5,1
đầm_ấm,18,2,5,9,1
đan_xen,18,2,6,6,1
cắt_xén,18,2,6,9,1
thô_sơ,18,2,5,7,1
ám_sát,18,2,5,7,1
khoái_khẩu,18,2,9,12,1
geisha,18,1,6,6,1
nghèo_khổ,18,2,8,11,1
đại_nghĩa,18,2,8,10,1
nhạy,18,1,4,5,1
tiếng_động,18,2,9,13,1
công_nghiệp_hoá,18,3,13,17,1
lui_tới,18,2,6,8,1
nguyên_thủ,18,2,9,11,1
mê_mẩn,18,2,5,8,1
cứu_hoả,18,2,6,9,1
trích_đoạn,18,2,9,11,1
ì_ạch,18,2,4,6,1
che_phủ,18,2,6,7,1
cao_bồi,18,2,6,8,1
hảo_tâm,18,2,6,8,1
sành,18,1,4,5,1
nhạy_bén,18,2,7,9,1
khó_lòng,18,2,7,9,1
đôi_lứa,18,2,6,9,1
hái_ra_tiền,18,3,9,12,1
tự_thân,18,2,6,9,1
khiếu,18,1,5,7,1
miệt_vườn,18,2,8,13,1
ghê,18,1,3,4,1
long_lanh,18,2,8,8,1
mũi_tên,18,2,6,8,1
đẫm,18,1,3,5,1
biểu_trưng,18,2,9,12,1
mìn,18,1,3,4,1
phớt_lờ,18,2,6,10,1
ngổn_ngang,18,2,9,11,1
chân_giả,18,2,7,9,1
phat,18,1,4,4,1
hê,18,1,2,3,1
xử_sự,18,2,4,8,1
kiệu,18,1,4,6,1
dành_dụm,18,2,7,9,1
bảo_lưu,18,2,6,8,1
ngành_hàng,18,2,9,11,1
bổ_trợ,18,2,5,9,1
nguyên_đơn,18,2,9,11,1
chuẩn_y,18,2,6,8,1
thu_chi,18,2,6,6,1
bất_bình_đẳng,18,3,11,16,1
thấu_hiểu,18,2,8,12,1
hương_liệu,18,2,9,13,1
lặp_đi_lặp_lại,18,4,11,16,1
đối_chiếu,18,2,8,12,1
ốp,18,1,2,4,1
cốm,18,1,3,5,1
lãng_quên,18,2,8,10,1
phân_viện,18,2,8,11,1
chu_cấp,18,2,6,8,1
trọng_đại,18,2,8,10,1
điệp_khúc,18,2,8,11,1
ngơ_ngác,18,2,7,9,1
tình_tứ,18,2,6,9,1
những,18,1,6,7,1
chói_chang,18,2,9,10,1
tàng_trữ,18,2,7,10,1
giùm,18,1,4,5,1
điểm_tâm,18,2,7,10,1
nũng_nịu,18,2,7,9,1
lo_toan,18,2,6,6,1
sẩy_thai,18,2,7,9,1
bệnh_hoạn,18,2,8,11,1
bà_cụ,18,2,4,6,1
chiều_chuộng,18,2,11,15,1
trời_ơi,18,2,6,9,1
nylon,18,1,5,5,1
quốc_tế_phụ_nữ,18,4,11,18,1
thông_suốt,18,2,9,12,1
cộm,18,1,3,5,1
nội_đô,18,2,5,8,1
đặc_hiệu,18,2,7,11,1
tiệt_trùng,18,2,9,12,1
hà_nội,18,2,5,8,1
khô_ráo,18,2,6,8,1
gấu,18,1,3,5,1
thẫm,18,1,4,6,1
chụp_đèn,18,2,7,9,1
thai_nhi,18,2,7,7,1
mau_chóng,18,2,8,9,1
cholesterol,18,1,11,11,1
hoá_mỹ_phẩm,18,3,9,13,1
bí_ngô,18,2,5,7,1
:_son,18,2,4,4,1
dây_thần_kinh,18,3,11,14,1
giơi,18,1,4,5,1
cầu_lông,18,2,7,10,1
mủ,18,1,2,3,1
pizza,18,1,5,5,1
rau_sống,18,2,7,9,1
rượu_trắng,18,2,9,14,1
ngộ_độc,18,2,6,10,1
chứng_minh_thư,18,3,12,15,1
gái_bán_hoa,18,3,9,11,1
cấm_vận,18,2,6,10,1
kĩ_thuật,18,2,7,10,1
quốc_kỳ,18,2,6,9,1
máy_quét,18,2,7,9,1
chủ_nợ,18,2,5,8,1
giao_thương,18,2,10,12,1
watt,18,1,4,4,1
sổ_tay,18,2,5,7,1
đồng_bộ_hoá,18,3,9,14,1
font,18,1,4,4,1
time,18,1,4,4,1
trực_quan,18,2,8,10,1
lí_lịch,18,2,6,8,1
rau_muống,18,2,8,10,1
worm,18,1,4,4,1
do_thám,18,2,6,7,1
bạt_ngàn,18,2,7,9,1
oseltamivir,18,1,11,11,1
mắcsố,18,1,5,9,1
mắc,số,1,3,5,1
đánh_bật,19,2,7,10,1
trùng_hợp,19,2,8,11,1
mãn,19,1,3,4,1
đột_quỵ,19,2,6,9,1
dấu_hỏi,19,2,6,9,1
hệt,19,1,3,5,1
bò_tót,19,2,5,7,1
săn_đuổi,19,2,7,10,1
vô_hại,19,2,5,7,1
vườn_ươm,19,2,7,12,1
thần_kỳ,19,2,6,9,1
lỳ,19,1,2,3,1
chân_chính,19,2,9,11,1
rời_rạc,19,2,6,9,1
gài,19,1,3,4,1
ngợi_khen,19,2,8,10,1
trống_trải,19,2,9,12,1
khó_dễ,19,2,5,8,1
chuyên_án,19,2,8,10,1
nháy_mắt,19,2,7,10,1
dây_chằng,19,2,8,11,1
năng_nổ,19,2,6,9,1
trù_bị,19,2,5,7,1
hất,19,1,3,5,1
ngổ_ngáo,19,2,7,10,1
đảm_đương,19,2,8,11,1
đại_hội_đồng,19,3,10,15,1
sung_mãn,19,2,7,8,1
sự_tích,19,2,6,9,1
phản_bác,19,2,7,9,1
bản_án,19,2,5,7,1
thâu_tóm,19,2,7,9,1
săn_tìm,19,2,6,8,1
khôn,19,1,4,5,1
hói,19,1,3,4,1
vừa_vặn,19,2,6,10,1
giúp_ích,19,2,7,9,1
an_phận,19,2,6,8,1
tuôn,19,1,4,5,1
coi_chừng,19,2,8,10,1
nhịp_nhàng,19,2,9,11,1
bỏ_ngỏ,19,2,5,7,1
danh_tính,19,2,8,9,1
cương_quyết,19,2,10,14,1
đeo_đuổi,19,2,7,9,1
thiêng_liêng,19,2,11,13,1
buồn_vui,19,2,7,9,1
lấy_lòng,19,2,7,10,1
khét_tiếng,19,2,9,12,1
khăn_gói,19,2,7,9,1
chân_tình,19,2,8,10,1
xe_lăn,19,2,5,6,1
khả_ái,19,2,5,7,1
bà_già,19,2,5,7,1
đơn_phương,19,2,9,12,1
gạo_cội,19,2,6,9,1
đạo_cụ,19,2,5,7,1
cá_mập,19,2,5,8,1
phố_phường,19,2,9,14,1
dí_dỏm,19,2,5,7,1
dòng_họ,19,2,6,8,1
bằng_phẳng,19,2,9,13,1
bon_chen,19,2,7,7,1
rạn_nứt,19,2,6,9,1
ăn_nên_làm_ra,19,4,10,13,1
tròn_trịa,19,2,8,10,1
đa_chiều,19,2,7,9,1
roi,19,1,3,3,1
nồng_ấm,19,2,6,10,1
lơ_lửng,19,2,6,9,1
chất_xám,19,2,7,10,1
thu_hình,19,2,7,8,1
núi_rừng,19,2,7,10,1
bình_dị,19,2,6,8,1
thiêu,19,1,5,6,1
phong_kiến,19,2,9,11,1
khán_phòng,19,2,9,11,1
phất,19,1,4,6,1
băng_từ,19,2,6,9,1
cảnh_vật,19,2,7,10,1
world,19,1,5,5,1
mở_hàng,19,2,6,9,1
lạnh_lẽo,19,2,7,9,1
ác_liệt,19,2,6,9,1
xíu,19,1,3,4,1
băng_rôn,19,2,7,9,1
nhâm_nhi,19,2,7,8,1
thầm_lặng,19,2,8,12,1
gắng,19,1,4,6,1
len_lỏi,19,2,6,7,1
tâm_tình,19,2,7,9,1
thánh_đường,19,2,10,14,1
du_kích,19,2,6,7,1
nên_thơ,19,2,6,8,1
thư_từ,19,2,5,8,1
trót,19,1,4,5,1
tưởng_nhớ,19,2,8,13,1
thể_chế,19,2,6,10,1
múi,19,1,3,4,1
thượng_viện,19,2,10,15,1
xuất_cảnh,19,2,8,11,1
tư_nhân_hoá,19,3,9,12,1
thiền,19,1,5,7,1
nồng,19,1,4,6,1
nhà_buôn,19,2,7,9,1
hình_tròn,19,2,8,10,1
bộ_tộc,19,2,5,9,1
non_nước,19,2,7,10,1
nối_liền,19,2,7,11,1
cửa_kính,19,2,7,10,1
khẩu_phần,19,2,8,12,1
kế_thừa,19,2,6,10,1
láng,19,1,4,5,1
con_nghiện,19,2,9,11,1
khiêu_khích,19,2,10,12,1
từ,19,1,3,4,1
giỏi_giang,19,2,9,10,1
ấn_bản,19,2,5,8,1
mẫu_đơn,19,2,6,9,1
áo_lót,19,2,5,7,1
trắng_xoá,19,2,8,11,1
khoai,19,1,5,5,1
osin,19,1,4,4,1
phụ_sản,19,2,6,8,1
tụt_hậu,19,2,6,9,1
quất,19,1,4,6,1
kiên_cố_hoá,19,3,9,13,1
hỏi_đáp,19,2,6,8,1
quý_khách,19,2,8,10,1
miến,19,1,4,6,1
nỉ,19,1,2,3,1
xoè,19,1,3,4,1
oxy_hoá,19,2,6,7,1
hạt_dẻ,19,2,5,7,1
hàng_tiêu_dùng,19,3,12,15,1
liệt_dương,19,2,9,13,1
make,19,1,4,4,1
highlight,19,1,9,9,1
nốt_nhạc,19,2,7,10,1
vảy,19,1,3,4,1
spa,19,1,3,3,1
khẩu_trang,19,2,9,11,1
tức_thời,19,2,7,11,1
sơ_thẩm,19,2,6,9,1
khám_nghiệm,19,2,10,13,1
tổ_trưởng,19,2,8,13,1
thiếp,19,1,5,7,1
lâm_nghiệp,19,2,9,12,1
hien,19,1,4,4,1
phách,19,1,5,6,1
methanol,19,1,8,8,1
plug-in,19,1,7,7,1
zip,19,1,3,3,1
rệp,19,1,3,5,1
rặng,19,1,4,6,1
danh_ca,19,2,6,6,1
xúc_xích,19,2,7,9,1
trùng_tu,19,2,7,8,1
ngậy,19,1,4,6,1
âm_hưởng,19,2,7,11,1
công_phá,20,2,7,9,1
khốn_khổ,20,2,7,11,1
tiềm_lực,20,2,7,11,1
trội,20,1,4,6,1
thủ_hoà,20,2,6,8,1
tóm_tắt,20,2,6,9,1
nâng_giá,20,2,7,9,1
kháng_án,20,2,7,9,1
sinh_khí,20,2,7,8,1
hoàn_trả,20,2,7,9,1
tình_nghi,20,2,8,9,1
vô_cớ,20,2,4,7,1
đợi_chờ,20,2,6,10,1
bắt_nạt,20,2,6,9,1
xát,20,1,3,4,1
tỵ,20,1,2,3,1
khiếu_kiện,20,2,9,13,1
tiên_đoán,20,2,8,10,1
hào_hùng,20,2,7,9,1
đẩy_lùi,20,2,6,9,1
tay_trắng,20,2,8,10,1
phán_đoán,20,2,8,10,1
sụn,20,1,3,4,1
gút,20,1,3,4,1
thực_thụ,20,2,7,10,1
vắng_vẻ,20,2,6,9,1
đặt_cược,20,2,7,12,1
hụt_hẫng,20,2,7,10,1
một_hai,20,2,6,8,1
vô_nghĩa,20,2,7,9,1
khâm_phục,20,2,8,10,1
nép,20,1,3,4,1
ti_vi,20,2,4,4,1
đệm_bóng,20,2,7,10,1
sùi,20,1,3,4,1
hiện_thời,20,2,8,12,1
ám_chỉ,20,2,5,7,1
dạt,20,1,3,4,1
phá_bỏ,20,2,5,7,1
thừa_kế,20,2,6,10,1
return,20,1,6,6,1
đặc_cách,20,2,7,10,1
đóng_kịch,20,2,8,10,1
thả_lỏng,20,2,7,9,1
mới_toanh,20,2,8,10,1
vẩy,20,1,3,5,1
làm_gương,20,2,8,11,1
chợ_đen,20,2,6,8,1
mất_công,20,2,7,10,1
tuỳ_tiện,20,2,7,10,1
xen_kẽ,20,2,5,6,1
hàn_gắn,20,2,6,9,1
lựa,20,1,3,5,1
nhịp_điệu,20,2,8,11,1
đơn_độc,20,2,6,9,1
vô_cực,20,2,5,8,1
cơ_duyên,20,2,7,9,1
y_như,20,2,4,5,1
đào_thải,20,2,7,9,1
xí,20,1,2,3,1
biển_cả,20,2,6,9,1
vừa_ý,20,2,4,7,1
day_dứt,20,2,6,8,1
cụ_già,20,2,5,7,1
xe_cộ,20,2,4,6,1
biến_cố,20,2,6,10,1
hành_lý,20,2,6,8,1
hoài_niệm,20,2,8,11,1
hiểm_nguy,20,2,8,10,1
out,20,1,3,3,1
thần_tiên,20,2,8,11,1
song_ca,20,2,6,6,1
chạy_sô,20,2,6,8,1
xế,20,1,2,4,1
vần,20,1,3,5,1
đĩa_mềm,20,2,6,9,1
phá_thai,20,2,7,8,1
cô_độc,20,2,5,8,1
tâm_linh,20,2,7,8,1
sơ_sài,20,2,5,7,1
màu_mỡ,20,2,5,8,1
lừa_dối,20,2,6,10,1
phô_trương,20,2,9,12,1
phiền_phức,20,2,9,13,1
phù_phiếm,20,2,8,11,1
dẫn_chứng,20,2,8,12,1
nạo_phá,20,2,6,8,1
thịnh_vượng,20,2,10,14,1
hẳn_hoi,20,2,6,8,1
khai_quật,20,2,8,10,1
gian_khổ,20,2,7,9,1
rộ,20,1,2,4,1
thất_thu,20,2,7,9,1
chế_phẩm,20,2,7,11,1
từ_vựng,20,2,6,10,1
ngồi_tù,20,2,6,9,1
da_giày,20,2,6,7,1
pháp_nhân,20,2,8,10,1
l,20,1,1,1,1
thì_thầm,20,2,7,10,1
tranh_ảnh,20,2,8,9,1
câu_thơ,20,2,6,8,1
hàng_quán,20,2,8,10,1
che_đậy,20,2,6,8,1
ngáp,20,1,4,5,1
tín_ngưỡng,20,2,9,13,1
lọn,20,1,3,4,1
sảnh,20,1,4,5,1
thanh_mảnh,20,2,9,10,1
cây_cỏ,20,2,5,7,1
thô_ráp,20,2,6,8,1
da_trời,20,2,6,8,1
kỳ_cục,20,2,5,7,1
tiếp_giáp,20,2,8,11,1
con_bé,20,2,5,6,1
trăng_mật,20,2,8,11,1
quai,20,1,4,4,1
buồn_ngủ,20,2,7,10,1
âm_vật,20,2,5,8,1
một_tí,20,2,5,8,1
cẳng_chân,20,2,8,11,1
chuyển_mình,20,2,10,13,1
cầu_truyền_hình,20,3,13,18,1
bệnh_dịch,20,2,8,11,1
tập_quán,20,2,7,10,1
lén_lút,20,2,6,8,1
tích_trữ,20,2,7,10,1
sạp,20,1,3,4,1
làm_quà,20,2,6,8,1
hợp_chất,20,2,7,11,1
balô,20,1,4,5,1
úp,20,1,2,3,1
cọng,20,1,4,5,1
xốt,20,1,3,5,1
cam_thảo,20,2,7,8,1
ô_liu,20,2,4,5,1
collagen,20,1,8,8,1
axít,20,1,4,5,1
lươn,20,1,4,6,1
măt,20,1,3,4,1
yoga,20,1,4,4,1
trùng_lặp,20,2,8,11,1
nail,20,1,4,4,1
tóm_lại,20,2,6,8,1
tuần_tra,20,2,7,9,1
chuyen,20,1,6,6,1
số_báo_danh,20,3,9,12,1
hải_phòng,20,2,8,10,1
hợp_thức_hoá,20,3,10,15,1
ngôn_ngữ_lập_trình,20,4,15,21,1
giáp_ranh,20,2,8,9,1
thang_máy,20,2,8,9,1
thiết_bị_ngoại_vi,20,4,14,18,1
ổ_đĩa_cứng,20,3,8,13,1
trắc,20,1,4,6,1
bộ_nhớ_trong,20,3,10,14,1
eoffice,20,1,7,7,1
bẻ_khoá,20,2,6,8,1
đường_cao_tốc,20,3,11,16,1
idefense,20,1,8,8,1
đá_vôi,20,2,5,7,1
pháo_thủ,21,2,7,9,1
khuất_phục,21,2,9,12,1
vô_duyên,21,2,7,9,1
ăn_miếng_trả_miếng,21,4,15,21,1
bào_chữa,21,2,7,10,1
tái_lập,21,2,6,9,1
dày_dạn,21,2,6,8,1
cầu_cứu,21,2,6,10,1
ngất_ngưởng,21,2,10,15,1
lương_tâm,21,2,8,11,1
cày,21,1,3,4,1
chùng,21,1,5,6,1
may_rủi,21,2,6,7,1
vô_bờ,21,2,4,7,1
quyết_đấu,21,2,8,12,1
sát_sao,21,2,6,7,1
chiến_tích,21,2,9,12,1
tâm_trí,21,2,6,8,1
nghi_lễ,21,2,6,8,1
bám_trụ,21,2,6,8,1
nhả,21,1,3,4,1
chỉ_thực,21,2,7,10,1
nhà_nghề,21,2,7,10,1
tí,21,1,2,3,1
quá_khích,21,2,8,10,1
giao_đấu,21,2,7,9,1
u_ám,21,2,3,4,1
hào_phóng,21,2,8,10,1
gia_tài,21,2,6,7,1
nóng_lòng,21,2,8,10,1
công_tố_viên,21,3,10,14,1
bản_tính,21,2,7,9,1
oi_bức,21,2,5,7,1
thân_quen,21,2,8,9,1
sai_trái,21,2,7,8,1
nhanh_nhạy,21,2,9,10,1
thiên_tài,21,2,8,10,1
điền_kinh,21,2,8,10,1
viếng,21,1,5,7,1
nỗi_lòng,21,2,7,10,1
hồi_tưởng,21,2,8,13,1
áp_phích,21,2,7,9,1
can_đảm,21,2,6,7,1
sung,21,1,4,4,1
kien,21,1,4,4,1
bẻ,21,1,2,3,1
mơ_mộng,21,2,6,9,1
cảnh_tượng,21,2,9,13,1
thành_thật,21,2,9,12,1
rũ,21,1,2,3,1
biết_ơn,21,2,6,9,1
hao,21,1,3,3,1
sáng_tỏ,21,2,6,8,1
bè_bạn,21,2,5,7,1
ẵm,21,1,2,4,1
thở_dài,21,2,6,9,1
vóc,21,1,3,4,1
with,21,1,4,4,1
bất_hoà,21,2,6,9,1
quá_khổ,21,2,6,9,1
áo_quần,21,2,6,9,1
bội_thực,21,2,7,11,1
phim_nổi,21,2,7,9,1
đầy_rẫy,21,2,6,10,1
giả_tưởng,21,2,8,12,1
nickname,21,1,8,8,1
rap,21,1,3,3,1
hồi_ức,21,2,5,9,1
phóng_khoáng,21,2,11,13,1
nhục,21,1,4,5,1
thượng_nghị_sĩ,21,3,12,17,1
tham_mưu,21,2,7,8,1
lênh_đênh,21,2,8,10,1
lãnh_sự,21,2,6,9,1
ong,21,1,3,3,1
thương_yêu,21,2,9,12,1
thượng_lưu,21,2,9,13,1
sâu_lắng,21,2,7,10,1
cứng_nhắc,21,2,8,12,1
showbiz,21,1,7,7,1
đổ_nát,21,2,5,8,1
lau_chùi,21,2,7,8,1
du_nhập,21,2,6,8,1
phạm_pháp,21,2,8,10,1
rãnh,21,1,4,5,1
mắt_kính,21,2,7,10,1
đô_thị_hoá,21,3,8,11,1
cộng_tác_viên,21,3,11,15,1
dăm,21,1,3,4,1
tận_tình,21,2,7,10,1
chồng_con,21,2,8,10,1
hợp_thời,21,2,7,11,1
linh_thiêng,21,2,10,11,1
manager,21,1,7,7,1
bình_ổn,21,2,6,9,1
xuất_ngoại,21,2,9,12,1
đóng_hộp,21,2,7,10,1
sụt,21,1,3,4,1
vùng_cao,21,2,7,8,1
lý_trí,21,2,5,7,1
tâm_niệm,21,2,7,10,1
hip-hop,21,1,7,7,1
cặp_kè,21,2,5,8,1
đao,21,1,3,3,1
đầu_sách,21,2,7,10,1
mướp,21,1,4,7,1
nhai,21,1,4,4,1
công_du,21,2,6,7,1
hạt_tiêu,21,2,7,9,1
nhất_thời,21,2,8,12,1
nước_lớn,21,2,7,12,1
đường_cát,21,2,8,12,1
lệ_thuộc,21,2,7,11,1
quyền_hạn,21,2,8,11,1
pháp_lệnh,21,2,8,11,1
thông_thạo,21,2,9,11,1
để_chế,21,2,5,9,1
chuyển_dịch,21,2,10,13,1
chòi,21,1,4,5,1
tạo_hoá,21,2,6,8,1
sân_thượng,21,2,9,13,1
phối_màu,21,2,7,10,1
